fid1,iid1,fid2,iid2,m,ibd0,ibd1,ibd2
AMAN030977,AMAN030977,DILE6094,DILE6094,6.21089678249862,0.973,0.027,0
AMAN030977,AMAN030977,DILE6095,DILE6095,4.38082178394093,0.904,0.096,0
AMAN030977,AMAN030977,DILE6097,DILE6097,20,1,0,0
AMAN030977,AMAN030977,DILE6098,DILE6098,4.38082178394093,0.904,0.096,0
AMAN030977,AMAN030977,DILE6099,DILE6099,4.38082178394093,0.904,0.096,0
AMAN030978,AMAN030978,AMAN030979,AMAN030979,1,0,1,0
AMAN030978,AMAN030978,AMAN030980,AMAN030980,1,0,1,0
AMAN030978,AMAN030978,AMAN030981,AMAN030981,5.21089678249862,0.946,0.054,0
AMAN030978,AMAN030978,AMAN030983,AMAN030983,1.70604102097131,0.387,0.613,0
AMAN030978,AMAN030978,AMAN030984,AMAN030984,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030985,AMAN030985,1.53533173299656,0.31,0.69,0
AMAN030978,AMAN030978,AMAN030986,AMAN030986,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030987,AMAN030987,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030988,AMAN030988,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030989,AMAN030989,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030990,AMAN030990,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030991,AMAN030991,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030992,AMAN030992,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030993,AMAN030993,3.1456053222469,0.774,0.226,0
AMAN030978,AMAN030978,AMAN030994,AMAN030994,2.39213709716876,0.619,0.381,0
AMAN030978,AMAN030978,AMAN030995,AMAN030995,2.39213709716876,0.619,0.381,0
AMAN030978,AMAN030978,AMAN030996,AMAN030996,2.39213709716876,0.619,0.381,0
AMAN030978,AMAN030978,AMAN030997,AMAN030997,2.39213709716876,0.619,0.381,0
AMAN030978,AMAN030978,AMAN030998,AMAN030998,20,1,0,0
AMAN030978,AMAN030978,AMAN030999,AMAN030999,2.39213709716876,0.619,0.381,0
AMAN030978,AMAN030978,DILE6071,DILE6071,20,1,0,0
AMAN030978,AMAN030978,DILE6072,DILE6072,20,1,0,0
AMAN030978,AMAN030978,DILE6074,DILE6074,20,1,0,0
AMAN030978,AMAN030978,DILE6076,DILE6076,20,1,0,0
AMAN030978,AMAN030978,DILE6078,DILE6078,20,1,0,0
AMAN030978,AMAN030978,DILE6079,DILE6079,4.38082178394093,0.904,0.096,0
AMAN030978,AMAN030978,DILE6081,DILE6081,20,1,0,0
AMAN030978,AMAN030978,DILE6082,DILE6082,20,1,0,0
AMAN030978,AMAN030978,DILE6083,DILE6083,20,1,0,0
AMAN030978,AMAN030978,DILE6084,DILE6084,20,1,0,0
AMAN030978,AMAN030978,DILE6085,DILE6085,20,1,0,0
AMAN030978,AMAN030978,DILE6086,DILE6086,20,1,0,0
AMAN030978,AMAN030978,DILE6087,DILE6087,20,1,0,0
AMAN030978,AMAN030978,DILE6090,DILE6090,20,1,0,0
AMAN030978,AMAN030978,DILE6091,DILE6091,20,1,0,0
AMAN030978,AMAN030978,DILE6092,DILE6092,20,1,0,0
AMAN030978,AMAN030978,DILE6093,DILE6093,20,1,0,0
AMAN030978,AMAN030978,DILE6094,DILE6094,20,1,0,0
AMAN030978,AMAN030978,DILE6095,DILE6095,4.81603716515741,0.929,0.071,0
AMAN030978,AMAN030978,DILE6097,DILE6097,20,1,0,0
AMAN030978,AMAN030978,DILE6098,DILE6098,20,1,0,0
AMAN030978,AMAN030978,DILE6099,DILE6099,20,1,0,0
AMAN030979,AMAN030979,AMAN030980,AMAN030980,1,0,1,0
AMAN030979,AMAN030979,AMAN030981,AMAN030981,4,0.875,0.125,0
AMAN030979,AMAN030979,AMAN030983,AMAN030983,1.75633091903314,0.408,0.592,0
AMAN030979,AMAN030979,AMAN030984,AMAN030984,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030985,AMAN030985,1.75633091903314,0.408,0.592,0
AMAN030979,AMAN030979,AMAN030986,AMAN030986,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030987,AMAN030987,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030988,AMAN030988,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030989,AMAN030989,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030990,AMAN030990,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030991,AMAN030991,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030992,AMAN030992,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030993,AMAN030993,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,AMAN030994,AMAN030994,2.9105018491609,0.734,0.266,0
AMAN030979,AMAN030979,AMAN030995,AMAN030995,2.9105018491609,0.734,0.266,0
AMAN030979,AMAN030979,AMAN030996,AMAN030996,2.9105018491609,0.734,0.266,0
AMAN030979,AMAN030979,AMAN030997,AMAN030997,2.9105018491609,0.734,0.266,0
AMAN030979,AMAN030979,AMAN030998,AMAN030998,20,1,0,0
AMAN030979,AMAN030979,AMAN030999,AMAN030999,2.9105018491609,0.734,0.266,0
AMAN030979,AMAN030979,DILE6071,DILE6071,20,1,0,0
AMAN030979,AMAN030979,DILE6072,DILE6072,20,1,0,0
AMAN030979,AMAN030979,DILE6074,DILE6074,20,1,0,0
AMAN030979,AMAN030979,DILE6076,DILE6076,20,1,0,0
AMAN030979,AMAN030979,DILE6078,DILE6078,20,1,0,0
AMAN030979,AMAN030979,DILE6079,DILE6079,3.89969509420431,0.866,0.134,0
AMAN030979,AMAN030979,DILE6081,DILE6081,20,1,0,0
AMAN030979,AMAN030979,DILE6082,DILE6082,20,1,0,0
AMAN030979,AMAN030979,DILE6083,DILE6083,20,1,0,0
AMAN030979,AMAN030979,DILE6084,DILE6084,20,1,0,0
AMAN030979,AMAN030979,DILE6085,DILE6085,20,1,0,0
AMAN030979,AMAN030979,DILE6086,DILE6086,20,1,0,0
AMAN030979,AMAN030979,DILE6087,DILE6087,4.27928375747887,0.897,0.103,0
AMAN030979,AMAN030979,DILE6090,DILE6090,20,1,0,0
AMAN030979,AMAN030979,DILE6091,DILE6091,20,1,0,0
AMAN030979,AMAN030979,DILE6092,DILE6092,20,1,0,0
AMAN030979,AMAN030979,DILE6093,DILE6093,20,1,0,0
AMAN030979,AMAN030979,DILE6094,DILE6094,20,1,0,0
AMAN030979,AMAN030979,DILE6095,DILE6095,6.57346686188333,0.979,0.021,0
AMAN030979,AMAN030979,DILE6097,DILE6097,5.75633091903314,0.963,0.037,0
AMAN030979,AMAN030979,DILE6098,DILE6098,6.57346686188333,0.979,0.021,0
AMAN030979,AMAN030979,DILE6099,DILE6099,20,1,0,0
AMAN030980,AMAN030980,AMAN030981,AMAN030981,5.608232280044,0.959,0.041,0
AMAN030980,AMAN030980,AMAN030983,AMAN030983,2.17136841831198,0.556,0.444,0
AMAN030980,AMAN030980,AMAN030984,AMAN030984,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030985,AMAN030985,1.96296926905503,0.487,0.513,0
AMAN030980,AMAN030980,AMAN030986,AMAN030986,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030987,AMAN030987,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030988,AMAN030988,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030989,AMAN030989,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030990,AMAN030990,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030991,AMAN030991,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030992,AMAN030992,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030993,AMAN030993,4.38082178394093,0.904,0.096,0
AMAN030980,AMAN030980,AMAN030994,AMAN030994,3.59074485331516,0.834,0.166,0
AMAN030980,AMAN030980,AMAN030995,AMAN030995,2.94341647163363,0.74,0.26,0
AMAN030980,AMAN030980,AMAN030996,AMAN030996,3.59074485331516,0.834,0.166,0
AMAN030980,AMAN030980,AMAN030997,AMAN030997,3.59074485331516,0.834,0.166,0
AMAN030980,AMAN030980,AMAN030998,AMAN030998,20,1,0,0
AMAN030980,AMAN030980,AMAN030999,AMAN030999,3.59074485331516,0.834,0.166,0
AMAN030980,AMAN030980,DILE6071,DILE6071,20,1,0,0
AMAN030980,AMAN030980,DILE6072,DILE6072,20,1,0,0
AMAN030980,AMAN030980,DILE6074,DILE6074,20,1,0,0
AMAN030980,AMAN030980,DILE6076,DILE6076,20,1,0,0
AMAN030980,AMAN030980,DILE6078,DILE6078,20,1,0,0
AMAN030980,AMAN030980,DILE6079,DILE6079,5.57346686188333,0.958,0.042,0
AMAN030980,AMAN030980,DILE6081,DILE6081,20,1,0,0
AMAN030980,AMAN030980,DILE6082,DILE6082,20,1,0,0
AMAN030980,AMAN030980,DILE6083,DILE6083,20,1,0,0
AMAN030980,AMAN030980,DILE6084,DILE6084,20,1,0,0
AMAN030980,AMAN030980,DILE6085,DILE6085,20,1,0,0
AMAN030980,AMAN030980,DILE6086,DILE6086,20,1,0,0
AMAN030980,AMAN030980,DILE6087,DILE6087,20,1,0,0
AMAN030980,AMAN030980,DILE6090,DILE6090,20,1,0,0
AMAN030980,AMAN030980,DILE6091,DILE6091,20,1,0,0
AMAN030980,AMAN030980,DILE6092,DILE6092,20,1,0,0
AMAN030980,AMAN030980,DILE6093,DILE6093,20,1,0,0
AMAN030980,AMAN030980,DILE6094,DILE6094,20,1,0,0
AMAN030980,AMAN030980,DILE6095,DILE6095,20,1,0,0
AMAN030980,AMAN030980,DILE6097,DILE6097,20,1,0,0
AMAN030980,AMAN030980,DILE6098,DILE6098,20,1,0,0
AMAN030980,AMAN030980,DILE6099,DILE6099,20,1,0,0
AMAN030981,AMAN030981,AMAN030983,AMAN030983,2.57346686188333,0.664,0.336,0
AMAN030981,AMAN030981,AMAN030984,AMAN030984,20,1,0,0
AMAN030981,AMAN030981,AMAN030985,AMAN030985,2.93236128312464,0.738,0.262,0
AMAN030981,AMAN030981,AMAN030986,AMAN030986,20,1,0,0
AMAN030981,AMAN030981,AMAN030987,AMAN030987,20,1,0,0
AMAN030981,AMAN030981,AMAN030988,AMAN030988,20,1,0,0
AMAN030981,AMAN030981,AMAN030989,AMAN030989,20,1,0,0
AMAN030981,AMAN030981,AMAN030990,AMAN030990,20,1,0,0
AMAN030981,AMAN030981,AMAN030991,AMAN030991,20,1,0,0
AMAN030981,AMAN030981,AMAN030992,AMAN030992,20,1,0,0
AMAN030981,AMAN030981,AMAN030993,AMAN030993,20,1,0,0
AMAN030981,AMAN030981,AMAN030994,AMAN030994,2.57346686188333,0.664,0.336,0
AMAN030981,AMAN030981,AMAN030995,AMAN030995,2.43440282414578,0.63,0.37,0
AMAN030981,AMAN030981,AMAN030996,AMAN030996,2.57346686188333,0.664,0.336,0
AMAN030981,AMAN030981,AMAN030997,AMAN030997,2.57346686188333,0.664,0.336,0
AMAN030981,AMAN030981,AMAN030998,AMAN030998,1.50430483737593,0.295,0.705,0
AMAN030981,AMAN030981,AMAN030999,AMAN030999,2.57346686188333,0.664,0.336,0
AMAN030981,AMAN030981,DILE6071,DILE6071,20,1,0,0
AMAN030981,AMAN030981,DILE6072,DILE6072,20,1,0,0
AMAN030981,AMAN030981,DILE6074,DILE6074,2.04990490582631,0.517,0.483,0
AMAN030981,AMAN030981,DILE6076,DILE6076,20,1,0,0
AMAN030981,AMAN030981,DILE6078,DILE6078,4.12029423371771,0.885,0.115,0
AMAN030981,AMAN030981,DILE6079,DILE6079,3.63486740654747,0.839,0.161,0
AMAN030981,AMAN030981,DILE6081,DILE6081,20,1,0,0
AMAN030981,AMAN030981,DILE6082,DILE6082,20,1,0,0
AMAN030981,AMAN030981,DILE6083,DILE6083,20,1,0,0
AMAN030981,AMAN030981,DILE6084,DILE6084,20,1,0,0
AMAN030981,AMAN030981,DILE6085,DILE6085,1.50430483737593,0.295,0.705,0
AMAN030981,AMAN030981,DILE6086,DILE6086,20,1,0,0
AMAN030981,AMAN030981,DILE6087,DILE6087,5.608232280044,0.959,0.041,0
AMAN030981,AMAN030981,DILE6090,DILE6090,1.36030476660042,0.221,0.779,0
AMAN030981,AMAN030981,DILE6091,DILE6091,20,1,0,0
AMAN030981,AMAN030981,DILE6092,DILE6092,3.41119543298445,0.812,0.188,0
AMAN030981,AMAN030981,DILE6093,DILE6093,2.93236128312464,0.738,0.262,0
AMAN030981,AMAN030981,DILE6094,DILE6094,20,1,0,0
AMAN030981,AMAN030981,DILE6095,DILE6095,20,1,0,0
AMAN030981,AMAN030981,DILE6097,DILE6097,3.59074485331516,0.834,0.166,0
AMAN030981,AMAN030981,DILE6098,DILE6098,20,1,0,0
AMAN030981,AMAN030981,DILE6099,DILE6099,20,1,0,0
AMAN030983,AMAN030983,AMAN030984,AMAN030984,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030985,AMAN030985,1.10469737866669,0.07,0.93,0
AMAN030983,AMAN030983,AMAN030986,AMAN030986,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030987,AMAN030987,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030988,AMAN030988,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030989,AMAN030989,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030990,AMAN030990,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030991,AMAN030991,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030992,AMAN030992,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030993,AMAN030993,1.96296926905503,0.487,0.513,0
AMAN030983,AMAN030983,AMAN030994,AMAN030994,1.77843221146159,0.417,0.583,0
AMAN030983,AMAN030983,AMAN030995,AMAN030995,1.66657626627481,0.37,0.63,0
AMAN030983,AMAN030983,AMAN030996,AMAN030996,1.77843221146159,0.417,0.583,0
AMAN030983,AMAN030983,AMAN030997,AMAN030997,1.77843221146159,0.417,0.583,0
AMAN030983,AMAN030983,AMAN030998,AMAN030998,3.08926733809709,0.765,0.235,0
AMAN030983,AMAN030983,AMAN030999,AMAN030999,1.77843221146159,0.417,0.583,0
AMAN030983,AMAN030983,DILE6071,DILE6071,20,1,0,0
AMAN030983,AMAN030983,DILE6072,DILE6072,20,1,0,0
AMAN030983,AMAN030983,DILE6074,DILE6074,2.71311885221184,0.695,0.305,0
AMAN030983,AMAN030983,DILE6076,DILE6076,20,1,0,0
AMAN030983,AMAN030983,DILE6078,DILE6078,20,1,0,0
AMAN030983,AMAN030983,DILE6079,DILE6079,2.18114943910457,0.559,0.441,0
AMAN030983,AMAN030983,DILE6081,DILE6081,20,1,0,0
AMAN030983,AMAN030983,DILE6082,DILE6082,20,1,0,0
AMAN030983,AMAN030983,DILE6083,DILE6083,20,1,0,0
AMAN030983,AMAN030983,DILE6084,DILE6084,20,1,0,0
AMAN030983,AMAN030983,DILE6085,DILE6085,4.38082178394093,0.904,0.096,0
AMAN030983,AMAN030983,DILE6086,DILE6086,20,1,0,0
AMAN030983,AMAN030983,DILE6087,DILE6087,6.21089678249862,0.973,0.027,0
AMAN030983,AMAN030983,DILE6090,DILE6090,2.86249647625006,0.725,0.275,0
AMAN030983,AMAN030983,DILE6091,DILE6091,20,1,0,0
AMAN030983,AMAN030983,DILE6092,DILE6092,4.38082178394093,0.904,0.096,0
AMAN030983,AMAN030983,DILE6093,DILE6093,4.38082178394093,0.904,0.096,0
AMAN030983,AMAN030983,DILE6094,DILE6094,20,1,0,0
AMAN030983,AMAN030983,DILE6095,DILE6095,3.59074485331516,0.834,0.166,0
AMAN030983,AMAN030983,DILE6097,DILE6097,7.05889368905357,0.985,0.015,0
AMAN030983,AMAN030983,DILE6098,DILE6098,3.59074485331516,0.834,0.166,0
AMAN030983,AMAN030983,DILE6099,DILE6099,3.59074485331516,0.834,0.166,0
AMAN030984,AMAN030984,AMAN030985,AMAN030985,1.77843221146159,0.417,0.583,0
AMAN030984,AMAN030984,AMAN030986,AMAN030986,1,0,1,0
AMAN030984,AMAN030984,AMAN030987,AMAN030987,1,0,1,0
AMAN030984,AMAN030984,AMAN030988,AMAN030988,1,0,1,0
AMAN030984,AMAN030984,AMAN030989,AMAN030989,1,0,1,0
AMAN030984,AMAN030984,AMAN030990,AMAN030990,1,0,1,0
AMAN030984,AMAN030984,AMAN030991,AMAN030991,1,0,1,0
AMAN030984,AMAN030984,AMAN030992,AMAN030992,1,0,1,0
AMAN030984,AMAN030984,AMAN030993,AMAN030993,1,0,1,0
AMAN030984,AMAN030984,AMAN030994,AMAN030994,2.41888982477445,0.626,0.374,0
AMAN030984,AMAN030984,AMAN030995,AMAN030995,2.29335894269059,0.592,0.408,0
AMAN030984,AMAN030984,AMAN030996,AMAN030996,2.41888982477445,0.626,0.374,0
AMAN030984,AMAN030984,AMAN030997,AMAN030997,2.41888982477445,0.626,0.374,0
AMAN030984,AMAN030984,AMAN030998,AMAN030998,20,1,0,0
AMAN030984,AMAN030984,AMAN030999,AMAN030999,2.41888982477445,0.626,0.374,0
AMAN030984,AMAN030984,DILE6071,DILE6071,20,1,0,0
AMAN030984,AMAN030984,DILE6072,DILE6072,20,1,0,0
AMAN030984,AMAN030984,DILE6074,DILE6074,20,1,0,0
AMAN030984,AMAN030984,DILE6076,DILE6076,20,1,0,0
AMAN030984,AMAN030984,DILE6078,DILE6078,20,1,0,0
AMAN030984,AMAN030984,DILE6079,DILE6079,2.18114943910457,0.559,0.441,0
AMAN030984,AMAN030984,DILE6081,DILE6081,20,1,0,0
AMAN030984,AMAN030984,DILE6082,DILE6082,20,1,0,0
AMAN030984,AMAN030984,DILE6083,DILE6083,20,1,0,0
AMAN030984,AMAN030984,DILE6084,DILE6084,20,1,0,0
AMAN030984,AMAN030984,DILE6085,DILE6085,20,1,0,0
AMAN030984,AMAN030984,DILE6086,DILE6086,20,1,0,0
AMAN030984,AMAN030984,DILE6087,DILE6087,20,1,0,0
AMAN030984,AMAN030984,DILE6090,DILE6090,20,1,0,0
AMAN030984,AMAN030984,DILE6091,DILE6091,20,1,0,0
AMAN030984,AMAN030984,DILE6092,DILE6092,20,1,0,0
AMAN030984,AMAN030984,DILE6093,DILE6093,20,1,0,0
AMAN030984,AMAN030984,DILE6094,DILE6094,20,1,0,0
AMAN030984,AMAN030984,DILE6095,DILE6095,20,1,0,0
AMAN030984,AMAN030984,DILE6097,DILE6097,20,1,0,0
AMAN030984,AMAN030984,DILE6098,DILE6098,20,1,0,0
AMAN030984,AMAN030984,DILE6099,DILE6099,20,1,0,0
AMAN030985,AMAN030985,AMAN030986,AMAN030986,1.77843221146159,0.417,0.583,0
AMAN030985,AMAN030985,AMAN030987,AMAN030987,1.77843221146159,0.417,0.583,0
AMAN030985,AMAN030985,AMAN030988,AMAN030988,1.77843221146159,0.417,0.583,0
AMAN030985,AMAN030985,AMAN030989,AMAN030989,1.77843221146159,0.417,0.583,0
AMAN030985,AMAN030985,AMAN030990,AMAN030990,1.77843221146159,0.417,0.583,0
AMAN030985,AMAN030985,AMAN030991,AMAN030991,1.77843221146159,0.417,0.583,0
AMAN030985,AMAN030985,AMAN030992,AMAN030992,1.77843221146159,0.417,0.583,0
AMAN030985,AMAN030985,AMAN030993,AMAN030993,1.77843221146159,0.417,0.583,0
AMAN030985,AMAN030985,AMAN030994,AMAN030994,1.61705613043101,0.348,0.652,0
AMAN030985,AMAN030985,AMAN030995,AMAN030995,1.50635266602479,0.296,0.704,0
AMAN030985,AMAN030985,AMAN030996,AMAN030996,1.61705613043101,0.348,0.652,0
AMAN030985,AMAN030985,AMAN030997,AMAN030997,1.61705613043101,0.348,0.652,0
AMAN030985,AMAN030985,AMAN030998,AMAN030998,3.59074485331516,0.834,0.166,0
AMAN030985,AMAN030985,AMAN030999,AMAN030999,1.61705613043101,0.348,0.652,0
AMAN030985,AMAN030985,DILE6071,DILE6071,20,1,0,0
AMAN030985,AMAN030985,DILE6072,DILE6072,20,1,0,0
AMAN030985,AMAN030985,DILE6074,DILE6074,3.08926733809709,0.765,0.235,0
AMAN030985,AMAN030985,DILE6076,DILE6076,20,1,0,0
AMAN030985,AMAN030985,DILE6078,DILE6078,20,1,0,0
AMAN030985,AMAN030985,DILE6079,DILE6079,2.46992925777492,0.639,0.361,0
AMAN030985,AMAN030985,DILE6081,DILE6081,20,1,0,0
AMAN030985,AMAN030985,DILE6082,DILE6082,20,1,0,0
AMAN030985,AMAN030985,DILE6083,DILE6083,20,1,0,0
AMAN030985,AMAN030985,DILE6084,DILE6084,20,1,0,0
AMAN030985,AMAN030985,DILE6085,DILE6085,6.21089678249862,0.973,0.027,0
AMAN030985,AMAN030985,DILE6086,DILE6086,20,1,0,0
AMAN030985,AMAN030985,DILE6087,DILE6087,20,1,0,0
AMAN030985,AMAN030985,DILE6090,DILE6090,3.30757280191029,0.798,0.202,0
AMAN030985,AMAN030985,DILE6091,DILE6091,20,1,0,0
AMAN030985,AMAN030985,DILE6092,DILE6092,6.21089678249862,0.973,0.027,0
AMAN030985,AMAN030985,DILE6093,DILE6093,6.21089678249862,0.973,0.027,0
AMAN030985,AMAN030985,DILE6094,DILE6094,6.21089678249862,0.973,0.027,0
AMAN030985,AMAN030985,DILE6095,DILE6095,4.38082178394093,0.904,0.096,0
AMAN030985,AMAN030985,DILE6097,DILE6097,20,1,0,0
AMAN030985,AMAN030985,DILE6098,DILE6098,4.38082178394093,0.904,0.096,0
AMAN030985,AMAN030985,DILE6099,DILE6099,4.38082178394093,0.904,0.096,0
AMAN030986,AMAN030986,AMAN030987,AMAN030987,1,0,1,0
AMAN030986,AMAN030986,AMAN030988,AMAN030988,1,0,1,0
AMAN030986,AMAN030986,AMAN030989,AMAN030989,1,0,1,0
AMAN030986,AMAN030986,AMAN030990,AMAN030990,1,0,1,0
AMAN030986,AMAN030986,AMAN030991,AMAN030991,1,0,1,0
AMAN030986,AMAN030986,AMAN030992,AMAN030992,1,0,1,0
AMAN030986,AMAN030986,AMAN030993,AMAN030993,1,0,1,0
AMAN030986,AMAN030986,AMAN030994,AMAN030994,2.41888982477445,0.626,0.374,0
AMAN030986,AMAN030986,AMAN030995,AMAN030995,2.29335894269059,0.592,0.408,0
AMAN030986,AMAN030986,AMAN030996,AMAN030996,2.41888982477445,0.626,0.374,0
AMAN030986,AMAN030986,AMAN030997,AMAN030997,2.41888982477445,0.626,0.374,0
AMAN030986,AMAN030986,AMAN030998,AMAN030998,20,1,0,0
AMAN030986,AMAN030986,AMAN030999,AMAN030999,2.41888982477445,0.626,0.374,0
AMAN030986,AMAN030986,DILE6071,DILE6071,20,1,0,0
AMAN030986,AMAN030986,DILE6072,DILE6072,20,1,0,0
AMAN030986,AMAN030986,DILE6074,DILE6074,20,1,0,0
AMAN030986,AMAN030986,DILE6076,DILE6076,20,1,0,0
AMAN030986,AMAN030986,DILE6078,DILE6078,20,1,0,0
AMAN030986,AMAN030986,DILE6079,DILE6079,2.18114943910457,0.559,0.441,0
AMAN030986,AMAN030986,DILE6081,DILE6081,20,1,0,0
AMAN030986,AMAN030986,DILE6082,DILE6082,20,1,0,0
AMAN030986,AMAN030986,DILE6083,DILE6083,20,1,0,0
AMAN030986,AMAN030986,DILE6084,DILE6084,20,1,0,0
AMAN030986,AMAN030986,DILE6085,DILE6085,20,1,0,0
AMAN030986,AMAN030986,DILE6086,DILE6086,20,1,0,0
AMAN030986,AMAN030986,DILE6087,DILE6087,20,1,0,0
AMAN030986,AMAN030986,DILE6090,DILE6090,20,1,0,0
AMAN030986,AMAN030986,DILE6091,DILE6091,20,1,0,0
AMAN030986,AMAN030986,DILE6092,DILE6092,20,1,0,0
AMAN030986,AMAN030986,DILE6093,DILE6093,20,1,0,0
AMAN030986,AMAN030986,DILE6094,DILE6094,20,1,0,0
AMAN030986,AMAN030986,DILE6095,DILE6095,20,1,0,0
AMAN030986,AMAN030986,DILE6097,DILE6097,20,1,0,0
AMAN030986,AMAN030986,DILE6098,DILE6098,20,1,0,0
AMAN030986,AMAN030986,DILE6099,DILE6099,20,1,0,0
AMAN030987,AMAN030987,AMAN030988,AMAN030988,1,0,1,0
AMAN030987,AMAN030987,AMAN030989,AMAN030989,1,0,1,0
AMAN030987,AMAN030987,AMAN030990,AMAN030990,1,0,1,0
AMAN030987,AMAN030987,AMAN030991,AMAN030991,1,0,1,0
AMAN030987,AMAN030987,AMAN030992,AMAN030992,1,0,1,0
AMAN030987,AMAN030987,AMAN030993,AMAN030993,1,0,1,0
AMAN030987,AMAN030987,AMAN030994,AMAN030994,2.41888982477445,0.626,0.374,0
AMAN030987,AMAN030987,AMAN030995,AMAN030995,2.29335894269059,0.592,0.408,0
AMAN030987,AMAN030987,AMAN030996,AMAN030996,2.41888982477445,0.626,0.374,0
AMAN030987,AMAN030987,AMAN030997,AMAN030997,2.41888982477445,0.626,0.374,0
AMAN030987,AMAN030987,AMAN030998,AMAN030998,20,1,0,0
AMAN030987,AMAN030987,AMAN030999,AMAN030999,2.41888982477445,0.626,0.374,0
AMAN030987,AMAN030987,DILE6071,DILE6071,20,1,0,0
AMAN030987,AMAN030987,DILE6072,DILE6072,20,1,0,0
AMAN030987,AMAN030987,DILE6074,DILE6074,20,1,0,0
AMAN030987,AMAN030987,DILE6076,DILE6076,20,1,0,0
AMAN030987,AMAN030987,DILE6078,DILE6078,20,1,0,0
AMAN030987,AMAN030987,DILE6079,DILE6079,2.18114943910457,0.559,0.441,0
AMAN030987,AMAN030987,DILE6081,DILE6081,20,1,0,0
AMAN030987,AMAN030987,DILE6082,DILE6082,20,1,0,0
AMAN030987,AMAN030987,DILE6083,DILE6083,20,1,0,0
AMAN030987,AMAN030987,DILE6084,DILE6084,20,1,0,0
AMAN030987,AMAN030987,DILE6085,DILE6085,20,1,0,0
AMAN030987,AMAN030987,DILE6086,DILE6086,20,1,0,0
AMAN030987,AMAN030987,DILE6087,DILE6087,20,1,0,0
AMAN030987,AMAN030987,DILE6090,DILE6090,20,1,0,0
AMAN030987,AMAN030987,DILE6091,DILE6091,20,1,0,0
AMAN030987,AMAN030987,DILE6092,DILE6092,20,1,0,0
AMAN030987,AMAN030987,DILE6093,DILE6093,20,1,0,0
AMAN030987,AMAN030987,DILE6094,DILE6094,20,1,0,0
AMAN030987,AMAN030987,DILE6095,DILE6095,20,1,0,0
AMAN030987,AMAN030987,DILE6097,DILE6097,20,1,0,0
AMAN030987,AMAN030987,DILE6098,DILE6098,20,1,0,0
AMAN030987,AMAN030987,DILE6099,DILE6099,20,1,0,0
AMAN030988,AMAN030988,AMAN030989,AMAN030989,1,0,1,0
AMAN030988,AMAN030988,AMAN030990,AMAN030990,1,0,1,0
AMAN030988,AMAN030988,AMAN030991,AMAN030991,1,0,1,0
AMAN030988,AMAN030988,AMAN030992,AMAN030992,1,0,1,0
AMAN030988,AMAN030988,AMAN030993,AMAN030993,1,0,1,0
AMAN030988,AMAN030988,AMAN030994,AMAN030994,2.41888982477445,0.626,0.374,0
AMAN030988,AMAN030988,AMAN030995,AMAN030995,2.29335894269059,0.592,0.408,0
AMAN030988,AMAN030988,AMAN030996,AMAN030996,2.41888982477445,0.626,0.374,0
AMAN030988,AMAN030988,AMAN030997,AMAN030997,2.41888982477445,0.626,0.374,0
